StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1314,17,1,Asian,High School,16.149559,25,0,None,0,0,0,0,0.79635984,4
1315,17,0,Caucasian,Some College,2.187118,5,1,Low,0,1,0,0,2.8440392,2
1316,18,1,Caucasian,None,7.945826,15,1,None,0,1,0,0,1.2534518,4
1317,17,1,Caucasian,Some College,6.736954,27,0,Very High,0,0,0,0,0.5345089,4
1318,15,1,Caucasian,Some College,11.3896475,3,1,High,1,0,0,0,3.191046,1
1319,17,1,Asian,Some College,17.222271,11,0,High,0,0,1,0,2.8154213,2
1320,16,0,African American,High School,1.5667644,10,0,High,0,0,0,0,2.1571224,3
1321,18,1,Caucasian,High School,1.451496,2,0,Low,1,0,0,0,2.723828,2
1322,15,1,Caucasian,High School,17.006353,0,1,Very High,1,0,0,0,2.627694,2
1323,18,1,Caucasian,High School,4.257002,29,1,High,1,1,0,0,0.9124156,4
1324,16,0,Caucasian,None,13.375065,4,0,Moderate,0,0,0,0,2.6096232,2
1325,16,1,African American,Some College,10.857563,5,1,Low,0,1,0,0,2.9819922,2
1326,16,0,Other,Higher,16.657871,18,0,High,0,0,0,0,1.6250827,4
1327,17,0,Asian,Higher,2.5017781,17,0,High,0,1,0,0,1.3616984,4
1328,17,1,Caucasian,Bachelor's,2.5956593,15,1,High,0,0,0,0,1.9169619,4
1329,18,1,Asian,Some College,11.136367,22,0,None,0,0,0,0,1.0112532,4
1330,18,0,Asian,Some College,18.927572,10,0,Low,1,1,0,0,2.332159,3
1331,15,1,Asian,High School,8.299955,4,0,Moderate,1,1,1,0,3.3879383,1
1332,15,0,Caucasian,Some College,6.538842,8,0,High,0,1,0,0,2.3846908,3
1333,18,0,Caucasian,Some College,12.133786,2,0,None,0,0,0,0,2.780817,2
1334,17,1,Caucasian,Some College,18.608973,29,0,Moderate,0,1,0,0,0.53483576,4
1335,16,1,Caucasian,Some College,16.738556,7,0,Moderate,0,0,0,0,2.5422144,2
1336,18,0,Caucasian,High School,19.909672,5,0,High,0,0,0,0,3.007129,1
1337,15,0,Caucasian,High School,0.45137167,3,0,Moderate,1,0,0,0,2.9858098,2
1338,17,0,Caucasian,Bachelor's,2.2571628,11,0,Moderate,0,1,0,0,1.949306,4
1339,18,0,Asian,None,12.189355,11,0,High,0,0,0,0,2.1478453,3
1340,18,1,Caucasian,Some College,16.41153,24,0,Very High,0,0,0,0,1.175768,4
1341,17,1,Caucasian,Bachelor's,5.704887,20,0,Low,1,0,0,0,1.4003632,4
1342,18,1,Other,Some College,4.7842216,15,0,Low,1,0,1,0,1.7555441,4
1343,17,1,Other,Some College,15.739516,0,1,Very High,1,0,1,0,2.9000962,2
1344,16,1,Asian,High School,1.127637,21,0,Moderate,0,0,0,0,1.0334595,4
1345,17,0,Other,High School,7.387653,13,0,High,0,0,0,0,1.9077424,4
1346,17,1,African American,Bachelor's,0.0,12,0,High,0,1,0,0,1.8809093,4
1347,17,1,Other,Some College,11.206973,8,0,Low,0,1,1,0,2.6149504,2
1348,18,1,Caucasian,Some College,14.572303,6,0,High,1,0,1,0,3.1071355,1
1349,18,1,Caucasian,None,7.0969143,11,0,High,0,0,0,0,1.3864646,4
1350,17,1,Caucasian,None,12.253687,4,0,Moderate,0,0,0,0,2.83376,2
1351,18,0,Caucasian,Higher,11.707508,17,0,None,0,0,1,0,1.0861514,4
1352,15,0,Caucasian,High School,10.952322,3,0,Very High,0,0,0,0,2.8740373,2
1353,15,0,African American,Some College,12.809666,1,0,Moderate,0,1,0,0,2.8956714,2
1354,18,1,Asian,None,5.1889834,0,1,High,0,0,0,0,3.1813076,1
1355,18,0,African American,Some College,1.692975,25,0,High,0,0,0,0,0.4712831,4
1356,17,0,Caucasian,Bachelor's,2.3854334,11,1,Moderate,0,0,0,0,2.2113795,3
1357,16,1,Asian,Some College,4.4916477,2,1,High,1,1,0,0,3.3752522,1
1358,18,1,African American,High School,10.003959,3,0,Very High,0,1,0,0,3.2038581,1
1359,15,1,Caucasian,Some College,16.808855,5,0,Moderate,0,0,1,0,3.3501792,1
1360,17,0,African American,Some College,14.0258665,11,0,Moderate,0,0,0,0,1.7257916,4
1361,18,0,Caucasian,Some College,15.780812,18,0,Very High,1,0,0,0,2.2166038,3
1362,15,1,Caucasian,Bachelor's,7.0195127,9,0,Low,1,0,0,0,2.0046272,3
1363,15,1,Other,Some College,8.093075,29,1,None,0,0,0,0,0.71574205,4
1364,16,0,Caucasian,Bachelor's,7.8736377,0,1,Very High,0,0,1,0,3.88064,0
1365,17,0,Caucasian,Some College,3.8374636,16,0,High,1,0,1,0,1.6895281,4
1366,17,1,Asian,High School,1.2243332,15,0,Very High,1,1,0,0,1.7579788,4
1367,16,1,Asian,High School,11.818322,8,0,None,0,0,0,0,2.1363995,3
1368,16,0,Caucasian,High School,19.784334,24,1,Low,0,1,0,0,0.9115683,4
1369,17,1,Caucasian,Bachelor's,3.336594,20,1,Low,0,0,0,0,1.137801,4
1370,17,0,Caucasian,Some College,0.9336964,8,1,High,1,0,0,0,2.3492649,3
1371,18,0,African American,Some College,15.590633,26,0,High,0,0,0,0,0.6237474,4
1372,18,0,Caucasian,High School,5.05172,22,0,Moderate,0,0,1,0,0.34102944,4
1373,16,0,Caucasian,High School,16.592876,8,0,None,0,0,0,0,2.2238138,3
1374,18,1,Other,Some College,14.078733,11,0,High,0,0,0,0,2.3282404,3
1375,15,1,African American,Some College,18.913471,22,1,Moderate,1,0,0,0,1.6230779,4
1376,18,0,Caucasian,High School,8.178545,8,1,Low,1,0,0,0,2.2008963,3
1377,18,0,African American,Some College,13.239397,14,0,Very High,0,1,0,0,2.5841107,2
1378,15,0,African American,None,9.297095,1,0,Low,1,0,0,0,2.9965034,2
1379,16,0,Caucasian,High School,12.6117735,10,0,High,0,0,1,0,2.3739934,3
1380,15,0,Caucasian,Some College,8.991978,10,1,High,1,0,0,0,2.8304045,2
1381,18,1,Asian,High School,3.772645,7,0,Moderate,1,1,0,0,2.5251155,2
1382,16,1,Caucasian,Higher,10.1579485,22,0,Low,1,0,0,0,1.0429816,4
1383,18,1,African American,High School,10.571684,5,0,Moderate,1,0,0,0,2.6610968,2
1384,15,1,Caucasian,High School,16.212076,20,0,High,0,0,0,0,1.5995939,4
1385,15,0,Caucasian,High School,14.710414,19,1,Low,1,0,0,0,1.7994092,4
1386,18,0,Caucasian,Some College,13.275832,6,0,High,0,0,0,0,2.6576385,2
1387,17,0,Caucasian,Some College,2.267742,2,0,Very High,0,0,0,0,2.9984841,2
1388,17,0,Caucasian,Some College,14.412326,7,0,Very High,0,0,1,0,2.9774084,2
1389,15,0,Caucasian,None,10.0061035,17,0,Moderate,0,0,0,0,1.3751642,4
1390,15,1,Asian,None,17.88199,16,0,High,1,0,0,0,1.8488665,4
1391,17,0,Other,Some College,18.397419,10,0,Very High,0,0,0,0,2.4424562,3
1392,17,1,Asian,Bachelor's,1.1031318,1,0,Moderate,1,0,0,0,2.8560386,2
1393,18,1,Asian,Bachelor's,16.41283,24,1,Low,1,0,0,0,1.2061502,4
1394,18,1,Caucasian,None,0.7539478,20,0,Low,1,1,0,0,0.895903,4
1395,17,1,Other,Some College,7.3433924,26,0,Low,0,0,0,0,0.27319092,4
1396,18,0,Caucasian,Bachelor's,10.846,23,0,High,0,0,1,0,0.66750896,4
1397,18,1,Other,High School,2.9620159,18,0,Moderate,0,0,0,0,1.0894406,4
1398,16,1,Other,Bachelor's,14.926276,6,0,High,0,0,0,0,2.813211,2
1399,18,1,Asian,High School,0.16709408,17,1,High,1,0,0,0,1.8687586,4
1400,15,0,Other,Bachelor's,3.371981,7,0,High,1,1,0,0,3.0356936,1
1401,18,0,African American,Some College,11.615936,13,0,High,0,0,0,0,2.135357,3
1402,18,0,Caucasian,Bachelor's,14.287751,6,0,None,1,0,1,0,3.0381162,1
1403,17,1,Caucasian,Some College,18.332863,27,0,High,0,1,0,0,0.9941294,4
1404,15,1,African American,High School,14.109933,20,0,Moderate,0,0,0,0,1.2325572,4
1405,18,0,Caucasian,Bachelor's,13.435585,27,0,Moderate,0,1,0,0,0.8644037,4
1406,18,1,African American,High School,7.8868227,26,0,None,0,0,0,0,0.11523186,4
1407,16,0,Other,High School,0.02568851,3,0,Very High,1,0,0,0,2.9345863,2
1408,18,0,Caucasian,Some College,2.4031851,16,0,Very High,1,0,0,0,2.046939,3
1409,18,1,Asian,Some College,10.691091,4,0,Moderate,1,0,0,0,3.065473,1
1410,16,1,Other,Bachelor's,13.502598,11,0,Moderate,0,1,0,0,2.4370263,3
1411,17,1,Other,High School,8.348966,8,0,High,0,1,0,0,2.4276147,3
1412,18,1,Other,Some College,14.613581,25,0,Low,0,0,0,0,0.7771509,4
1413,16,0,African American,Some College,10.437246,19,1,Low,1,1,1,0,1.8795755,4
1414,15,0,Other,None,1.483524,12,0,High,0,0,0,0,1.5965749,4
1415,17,0,Asian,High School,0.0,24,0,Low,0,1,0,0,0.70459527,4
1416,15,0,Caucasian,High School,16.799965,27,0,Moderate,1,1,0,0,0.7641867,4
1417,15,0,Caucasian,High School,14.498255,17,1,Moderate,1,0,0,0,1.5034167,4
1418,16,1,Asian,Higher,17.895239,19,1,Moderate,1,0,0,0,1.5258379,4
1419,18,0,Caucasian,Some College,2.351145,8,0,Low,1,1,0,0,2.2708411,3
1420,16,0,African American,Some College,19.804451,3,0,Moderate,0,0,0,0,3.4023526,1
1421,16,0,African American,Higher,4.188134,20,1,Moderate,0,1,0,0,1.438205,4
1422,16,1,Caucasian,High School,0.23559752,26,0,Moderate,0,0,1,0,0.3365713,4
1423,16,1,African American,Bachelor's,19.94846,7,0,High,0,0,0,0,3.112281,1
1424,17,1,Asian,Some College,5.6214776,0,1,Very High,0,0,1,0,3.7706947,0
1425,18,1,Caucasian,Bachelor's,13.360389,16,0,Low,0,0,0,0,1.6556133,4
1426,15,0,Caucasian,High School,0.0,24,0,High,1,1,0,0,1.0504696,4
1427,15,0,Caucasian,Bachelor's,11.60457,8,1,Low,0,0,1,0,2.5353913,2
1428,18,1,Caucasian,High School,18.0807,19,0,Moderate,0,0,0,0,1.3960905,4
1429,15,1,Other,High School,6.4036236,12,0,Moderate,1,1,0,0,2.025417,3
1430,18,0,Caucasian,Some College,13.40508,1,0,Moderate,0,0,0,0,3.2683024,1
1431,15,0,African American,High School,3.7580717,0,1,High,1,1,0,0,2.017218,3
1432,16,1,Caucasian,Some College,12.495908,8,0,Moderate,1,0,0,0,2.3976827,3
1433,15,1,Caucasian,Some College,6.7290072,0,1,Moderate,1,0,0,0,0.28786734,4
1434,18,1,Asian,Some College,4.224165,19,0,High,0,1,1,0,1.5487102,4
1435,18,1,Asian,High School,6.263641,5,1,Low,1,0,0,0,2.9052422,2
1436,18,0,Caucasian,None,3.5768213,0,1,Low,0,1,0,0,0.24897712,4
1437,18,0,Caucasian,High School,18.038322,0,1,None,1,0,0,0,3.4184098,1
1438,18,0,Caucasian,Some College,7.9437375,27,1,Low,0,0,0,0,0.5829209,4
1439,17,1,Caucasian,High School,4.9055862,24,0,Moderate,0,1,0,0,0.9300286,4
1440,17,1,African American,High School,8.968157,4,0,Moderate,1,0,1,0,2.6790857,2
1441,15,0,Caucasian,High School,6.410723,2,1,Low,0,0,0,0,3.1062305,1
1442,18,0,Caucasian,None,14.888385,3,0,None,1,0,0,0,2.781288,2
1443,15,0,Caucasian,Some College,19.424398,0,0,High,0,1,1,0,4.0,0
1444,18,0,Other,Bachelor's,8.7606735,13,0,High,1,1,1,0,2.332784,3
1445,18,1,Other,High School,17.220669,8,1,Very High,1,0,0,0,3.0677183,1
1446,17,0,Caucasian,Some College,11.317262,0,1,Very High,0,1,0,0,0.8691234,4
1447,17,0,Asian,Some College,3.1447134,23,0,Very High,0,1,0,0,1.5205039,4
1448,16,0,Caucasian,Some College,13.812455,3,0,High,1,1,1,0,3.289823,1
1449,17,0,Caucasian,Some College,10.26869,17,1,High,1,0,0,0,2.1757393,3
1450,16,0,Asian,Some College,13.012131,13,0,Low,0,0,0,0,1.8524287,4
1451,16,0,Other,Some College,17.793749,24,0,High,1,1,0,0,1.4772887,4
1452,16,0,Other,None,8.808691,3,0,None,0,0,0,0,2.8789268,2
1453,16,1,African American,Some College,18.023552,24,0,High,0,1,1,0,1.0580508,4
1454,16,1,Caucasian,Some College,15.01338,9,0,Moderate,0,0,0,0,2.5728905,2
1455,15,1,Asian,None,9.772099,2,0,High,1,0,1,0,3.5877357,0
1456,17,1,Caucasian,High School,12.064443,22,0,None,1,1,0,1,1.3014181,4
1457,16,0,African American,Higher,6.5116224,6,1,Moderate,0,1,1,0,3.2094932,1
1458,18,1,Caucasian,Some College,19.671946,9,0,Moderate,0,0,0,0,2.5372307,2
1459,17,1,African American,Some College,13.347023,12,0,Low,1,0,0,0,1.9893957,4
1460,17,0,Caucasian,Bachelor's,0.87693703,3,1,Moderate,0,1,1,0,3.0042334,1
1461,16,0,Caucasian,Some College,6.5324383,17,0,None,1,1,0,0,1.5135168,4
1462,15,1,Other,Some College,12.466289,10,0,Moderate,0,0,0,0,2.1727405,3
1463,16,1,Caucasian,Some College,1.1266656,24,1,Moderate,0,0,0,0,0.6416492,4
1464,15,0,African American,Bachelor's,0.4776838,3,0,High,0,1,0,0,2.7535903,2
1465,18,1,Caucasian,Some College,9.000484,23,0,Moderate,1,0,1,0,1.0384884,4
1466,17,0,Caucasian,Some College,6.653804,13,0,Moderate,1,1,0,0,2.2550192,3
1467,18,0,Caucasian,High School,8.765972,17,0,Very High,0,0,0,0,1.6667023,4
1468,15,0,Caucasian,Higher,5.253866,7,0,Moderate,0,0,0,0,2.4994595,3
1469,15,0,Asian,Some College,3.294355,26,1,Moderate,0,0,0,0,0.27821547,4
1470,18,1,Caucasian,None,13.782867,9,0,Moderate,1,0,0,0,2.6375942,2
1471,15,0,Other,Bachelor's,10.291422,4,0,High,1,1,0,0,3.0571218,1
1472,18,0,African American,Some College,4.003084,0,0,Moderate,1,1,0,0,1.3619329,4
1473,17,1,Caucasian,None,6.3917885,6,1,Moderate,1,0,1,0,3.2389317,1
1474,18,0,African American,Some College,11.836158,11,1,High,1,1,0,0,2.5730343,2
1475,17,1,African American,Some College,1.444587,24,0,None,0,0,0,0,0.0,4
1476,18,1,Asian,Bachelor's,2.9490602,2,1,High,0,1,0,0,3.14391,1
1477,15,1,Caucasian,High School,1.464912,25,1,Moderate,1,0,0,0,1.0464634,4
1478,18,0,Caucasian,Bachelor's,16.246347,3,0,Moderate,0,0,0,0,2.8685741,2
1479,15,1,Asian,Some College,15.048184,9,0,High,0,0,0,0,2.6394472,2
1480,18,1,Other,None,15.066258,3,0,Low,0,0,0,0,2.66975,2
1481,18,0,Asian,Higher,14.326507,14,1,High,0,1,1,0,2.7948854,2
1482,16,1,Caucasian,Some College,13.387709,28,1,Very High,0,0,0,0,1.1865697,4
1483,15,1,Asian,High School,9.539838,9,0,Moderate,0,0,0,0,2.5201752,2
1484,16,1,Caucasian,Some College,12.845563,20,0,Very High,0,0,1,0,1.6010785,4
1485,15,1,Caucasian,Bachelor's,0.7672311,29,0,None,0,0,0,0,0.0,4
1486,16,1,Caucasian,High School,12.429289,21,1,High,0,0,1,0,1.5950547,4
1487,17,0,African American,High School,15.557554,15,1,Moderate,1,0,0,0,2.2220027,3
1488,18,1,Caucasian,High School,10.007167,14,0,Moderate,0,0,0,0,1.6150931,4
1489,15,1,Caucasian,High School,7.1502666,18,0,Low,1,1,0,0,1.6759194,4
1490,15,0,Asian,Some College,5.548535,28,0,Moderate,1,0,0,0,0.2143195,4
1491,18,0,Caucasian,Some College,12.856041,19,1,Low,1,0,0,0,1.5567656,4
1492,15,0,Caucasian,High School,13.856024,18,0,Very High,1,1,0,0,2.1541994,3
1493,15,1,Caucasian,High School,17.419352,17,0,High,0,1,0,0,2.0706694,3
1494,16,0,Other,High School,6.8466816,25,1,Low,0,1,0,0,0.5672371,4
1495,15,1,African American,Bachelor's,15.395446,11,0,Low,1,0,0,0,2.162688,3
1496,17,1,Caucasian,High School,11.227117,24,1,High,0,0,1,0,1.2912304,4
1497,17,0,Asian,Higher,17.65673,15,0,Moderate,0,1,1,0,2.3401563,3
1498,18,0,Asian,Some College,10.556242,0,0,Low,0,0,0,0,2.9239697,2
1499,15,1,Caucasian,High School,10.352596,15,1,Moderate,1,0,1,0,2.1901467,3
1500,18,0,African American,Bachelor's,11.557542,1,0,Moderate,0,0,0,0,3.0742142,1
1501,17,1,Asian,Some College,14.986307,23,0,Low,0,0,0,0,1.0094303,4
1502,15,0,African American,Some College,0.0,14,0,High,1,1,0,0,2.1185007,3
1503,15,0,Caucasian,Higher,1.4712671,6,0,High,1,0,0,0,2.6153479,2
1504,18,0,Asian,None,1.0686921,27,0,None,0,1,1,0,0.4159305,4
1505,17,1,African American,None,18.751007,0,1,Very High,1,0,0,0,3.947093,0
1506,15,0,Caucasian,Some College,10.597512,4,1,Moderate,0,1,0,0,3.0173533,1
1507,18,1,Caucasian,High School,12.29806,9,1,Low,1,0,0,0,2.8137863,2
1508,17,1,Caucasian,High School,9.648472,21,0,Low,0,0,0,0,0.7696361,4
1509,18,1,Caucasian,None,1.873149,20,1,Low,0,0,0,0,0.89226615,4
1510,16,1,Asian,None,15.361788,3,1,Moderate,1,1,0,0,3.6662908,0
1511,15,0,Caucasian,Some College,14.944493,13,0,Low,0,1,0,0,1.4015483,4
1512,16,1,Caucasian,High School,6.2340665,12,0,Moderate,0,0,0,0,1.4233383,4
1513,17,1,African American,Some College,6.124785,0,0,Low,1,0,0,0,3.1496449,1
1514,16,0,Caucasian,Some College,16.756828,15,1,High,0,1,0,0,2.3537312,3
1515,16,1,Other,Some College,1.4471451,22,0,High,1,1,0,0,1.1613543,4
1516,17,0,Caucasian,None,17.622103,8,1,Moderate,0,0,0,0,2.647196,2
1517,18,1,Caucasian,Some College,5.133234,21,0,High,0,1,1,0,1.298998,4
1518,16,0,Caucasian,None,11.8596945,15,1,Very High,1,0,0,0,2.6441975,2
1519,18,1,Caucasian,Some College,18.719883,18,0,High,0,0,0,0,1.7379897,4
1520,16,0,Caucasian,Bachelor's,13.56245,14,0,Moderate,0,0,0,0,2.018777,3
1521,18,1,Asian,Some College,8.288596,25,0,Moderate,0,1,0,0,0.7177805,4
1522,17,1,Other,Some College,13.790684,13,0,High,1,0,0,0,2.2675843,3
1523,16,0,Caucasian,Some College,6.879593,19,1,Low,0,0,0,0,1.2714946,4
1524,17,0,African American,High School,5.5451684,9,1,Moderate,0,1,0,0,2.621667,2
1525,16,0,Asian,Bachelor's,19.933666,20,0,Moderate,0,0,0,0,1.2285285,4
1526,17,0,Asian,Bachelor's,15.015804,11,0,High,0,1,0,0,2.4953125,3
1527,17,1,Caucasian,High School,12.8944,27,0,High,0,1,0,0,0.7017618,4
1528,16,1,Caucasian,Some College,7.105793,0,0,Moderate,1,1,1,0,3.864977,0
1529,16,0,Caucasian,Bachelor's,0.9832166,0,0,Low,1,0,1,0,0.6846519,4
1530,16,1,Asian,Higher,0.6211375,16,1,Very High,0,0,0,0,1.8858502,4
1531,15,0,Asian,Some College,11.083625,8,1,None,0,1,0,0,2.3278327,3
1532,18,0,Caucasian,Some College,15.240654,22,0,None,1,0,1,0,0.8802328,4
1533,15,1,Caucasian,High School,10.747583,18,0,Moderate,0,0,1,0,1.4119815,4
1534,15,1,Other,Higher,16.8157,24,0,High,0,1,1,0,1.6625319,4
1535,17,1,Asian,High School,0.66853064,17,0,High,1,0,0,0,1.3415985,4
1536,16,1,Other,Some College,7.3350415,27,0,Very High,1,1,0,0,0.65920293,4
1537,18,1,Asian,High School,4.741408,6,0,Low,0,0,1,0,2.153371,3
1538,17,1,Caucasian,High School,8.945459,8,0,Moderate,0,0,1,0,2.4431028,3
1539,15,1,African American,Some College,0.0,21,0,Low,0,1,0,0,0.27008855,4
1540,16,0,African American,Higher,19.082632,25,0,High,0,0,1,0,1.3167247,4
1541,17,0,Caucasian,None,4.465108,20,0,Moderate,1,0,0,0,0.8177142,4
1542,16,0,African American,Some College,18.446156,11,0,None,0,1,0,0,2.056946,3
1543,17,0,Asian,None,8.517863,6,1,High,1,0,0,0,3.2193334,1
1544,16,0,Caucasian,High School,19.710484,13,1,Moderate,0,0,0,0,2.24087,3
1545,15,1,Asian,Some College,11.081167,14,1,Moderate,0,1,0,0,1.9137998,4
1546,18,0,African American,Some College,18.616657,14,0,High,0,0,1,0,2.2403343,3
1547,15,0,Other,High School,0.10697977,5,0,Low,1,0,0,0,2.2545476,3
1548,18,0,Caucasian,High School,14.964776,20,0,Low,1,1,1,0,1.8913004,4
1549,16,0,Caucasian,None,18.061012,13,0,Low,0,0,1,0,2.2062263,3
1550,17,0,African American,High School,2.7944114,1,1,Moderate,0,1,0,0,3.3350983,1
1551,15,0,Caucasian,Higher,1.9225171,7,0,Low,1,1,0,0,2.4119864,3
1552,18,0,Asian,Bachelor's,8.491452,12,0,High,0,1,0,0,2.1609786,3
1553,15,1,Asian,High School,18.673578,22,0,Low,0,1,0,0,1.1653943,4
1554,18,1,Caucasian,Some College,10.847732,5,0,Very High,0,0,0,0,2.5835006,2
1555,15,0,African American,Bachelor's,10.5491295,4,1,Low,0,1,0,0,3.0170631,1
1556,18,1,African American,None,0.0,4,0,Low,1,1,0,0,2.5761747,2
1557,18,1,Caucasian,Bachelor's,0.015790222,24,0,Low,0,0,0,0,0.23334987,4
1558,16,1,Other,Bachelor's,16.202803,0,0,High,1,0,0,0,3.6465163,0
1559,18,1,Asian,None,1.7514913,8,1,Moderate,1,1,0,0,2.6054251,2
1560,16,0,African American,High School,12.676996,5,0,High,1,0,1,0,3.3669295,1
1561,18,1,Asian,Higher,18.29233,19,0,High,0,1,0,0,1.5837803,4
1562,17,1,Caucasian,Some College,4.1730385,25,0,Very High,0,0,1,0,0.7763967,4
1563,17,1,Other,None,13.305457,29,1,High,0,0,1,0,0.78348666,4
1564,17,0,African American,High School,1.5739715,6,0,None,0,0,1,0,2.3283117,3
1565,18,0,Asian,Some College,12.075103,8,0,High,1,0,0,0,2.7184653,2
1566,16,0,Asian,Some College,3.2786343,0,1,Very High,1,0,0,0,3.244882,1
1567,16,0,Caucasian,Some College,14.719071,13,1,Very High,1,0,0,0,2.8656747,2
1568,18,0,Asian,Higher,6.024626,4,0,Low,0,0,0,0,2.3263268,3
1569,17,0,Caucasian,High School,9.26782,7,1,High,0,1,1,0,3.3030667,1
1570,17,0,Caucasian,Some College,11.988611,6,0,Low,0,0,0,0,2.4892182,3
1571,16,1,Caucasian,Some College,3.4254682,12,1,Low,1,1,1,0,2.600264,2
1572,17,1,Other,Some College,14.832756,12,0,High,0,0,0,0,2.1191714,3
1573,15,1,Asian,High School,6.052807,7,0,Very High,0,0,0,0,2.5226946,2
1574,16,0,Asian,Higher,13.2474375,10,1,Moderate,0,0,0,0,2.4758542,3
1575,17,0,Asian,Bachelor's,3.165661,27,1,High,1,0,0,0,0.78280926,4
1576,16,0,African American,Some College,13.762353,0,1,None,1,0,0,0,0.76640487,4
1577,15,0,Other,Some College,2.5637615,17,1,None,1,0,0,0,1.283622,4
1578,16,0,Caucasian,High School,8.50713,24,0,Moderate,1,0,0,0,0.6431459,4
1579,16,1,Caucasian,Some College,4.9441214,18,1,Moderate,0,0,0,0,1.6692302,4
1580,16,1,Caucasian,Some College,14.967505,5,0,High,0,0,0,0,3.2820702,1
1581,16,0,Asian,Some College,5.2407002,21,0,Moderate,0,1,0,0,0.74371403,4
1582,15,0,Asian,Higher,17.634346,1,0,Moderate,0,0,0,0,3.3250668,1
1583,18,0,Caucasian,Some College,17.836405,27,0,Moderate,1,1,0,0,1.1845198,4
1584,16,0,Caucasian,High School,3.9288263,12,0,Low,0,0,0,0,1.6165361,4
1585,16,1,Asian,Some College,12.276919,22,0,Very High,0,0,0,0,1.583084,4
1586,17,0,Caucasian,High School,1.7543528,24,0,Moderate,0,0,0,0,0.18425149,4
1587,16,0,Asian,High School,7.830742,27,1,Moderate,0,0,0,0,0.47218105,4
1588,17,0,Other,High School,14.266435,25,0,High,1,1,0,0,1.2993555,4
1589,18,0,Caucasian,Some College,13.188465,10,0,Moderate,0,0,0,0,2.3796282,3
1590,15,1,Caucasian,Some College,12.494014,0,0,High,0,0,0,0,3.5662832,0
1591,15,0,Asian,Some College,5.6508174,23,0,Low,0,0,0,0,0.27834758,4
1592,18,0,Asian,Some College,7.560499,1,0,Low,0,0,0,0,2.421547,3
1593,15,1,African American,Some College,2.058923,29,0,Very High,0,1,0,0,0.61768043,4
1594,18,1,Other,High School,14.380456,16,0,High,0,0,0,0,1.8047266,4
1595,18,1,Caucasian,Bachelor's,10.077776,7,0,Moderate,1,0,0,0,2.6352081,2
1596,18,0,African American,High School,14.175313,1,0,High,0,0,0,0,3.4360254,1
1597,15,0,Asian,High School,4.9788704,5,0,Very High,0,0,1,0,2.737378,2
1598,17,1,Asian,Some College,6.488765,21,1,Low,1,0,0,0,1.1466961,4
1599,18,1,Caucasian,High School,0.0,4,0,None,0,1,0,0,2.4052675,3
1600,16,1,Asian,None,0.5148482,15,1,Moderate,0,0,1,0,1.525282,4
1601,15,1,African American,Some College,6.8209577,7,0,Low,1,1,0,0,2.446157,3
1602,18,1,Caucasian,Some College,16.066092,18,1,Low,1,0,1,0,1.952953,4
1603,18,1,Caucasian,Some College,17.94597,15,0,High,1,0,0,0,2.2930872,3
1604,16,0,Asian,Higher,10.364367,12,0,None,0,0,1,0,1.471672,4
1605,17,0,Caucasian,Some College,9.110034,25,1,High,0,0,0,0,1.1067135,4
1606,17,0,Caucasian,Bachelor's,0.6164924,19,0,Moderate,0,1,0,0,1.2058569,4
1607,17,1,Caucasian,High School,17.584087,6,0,Moderate,0,0,0,0,2.5590703,2
1608,18,1,Asian,Some College,0.26020426,15,0,High,1,1,1,0,2.4576511,3
1609,18,1,African American,Bachelor's,18.895002,22,1,Moderate,0,0,0,0,1.2267413,4
1610,18,1,Asian,Some College,9.784325,15,0,Low,0,0,0,0,1.5904331,4
1611,15,1,Caucasian,Some College,6.83869,28,0,Low,1,0,0,0,0.31066954,4
1612,16,1,African American,High School,18.48437,0,1,High,1,0,0,0,2.7718108,2
1613,18,0,African American,None,0.48781985,13,0,Low,1,0,0,0,1.582683,4
1614,16,0,Asian,Some College,11.628498,23,1,None,1,0,0,0,1.1055871,4
1615,16,1,Other,High School,10.97865,17,0,Very High,0,0,0,0,2.300296,3
1616,17,0,Caucasian,Bachelor's,4.386408,26,1,Very High,1,1,0,0,0.9918837,4
1617,15,1,African American,High School,8.577748,27,0,Moderate,0,1,1,0,0.16511062,4
1618,18,0,Caucasian,Higher,13.04528,17,0,None,0,0,0,0,0.98932993,4
1619,17,1,African American,Higher,14.5426235,15,0,High,1,0,1,0,2.2302535,3
1620,17,1,Caucasian,High School,0.014337175,19,0,High,1,0,0,0,1.3835281,4
1621,18,0,Caucasian,High School,18.737068,15,0,Low,1,1,0,0,2.1314054,3
1622,16,0,Caucasian,Bachelor's,3.2905076,12,0,Low,1,0,1,0,1.868277,4
1623,17,1,African American,Higher,4.6716084,25,0,High,1,0,1,0,1.247482,4
1624,16,1,Caucasian,Some College,5.269469,28,0,Very High,0,0,0,0,0.29990754,4
1625,15,0,Asian,High School,0.75640273,8,0,High,1,0,0,0,2.7051957,2
1626,16,0,Caucasian,Some College,2.4610424,25,0,Low,1,1,1,0,0.8979381,4
1627,15,1,Caucasian,Some College,19.727,27,0,Moderate,1,1,0,0,1.3917317,4
1628,16,0,Asian,High School,6.3043346,8,0,High,0,0,0,0,2.150546,3
1629,17,1,Caucasian,Some College,2.3060217,12,0,Low,0,0,0,0,1.4487412,4
